SKU,Description,Warehouse,AccKIT,Nameplate Prep,BattSubRaw,PMAcc,GenAcc,Compressor,Last Modified
SDG125-A009,SDG125S8E1 BHW CCV CSA EBH SL 600V TB SEC ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,695.0,0.0,
SDG125-A010,SDG125S8E1 DCL SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,165.0,0.0,
SDG125-A011,SDG125S8E1 BC DCL SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,185.0,0.0,
SDG125-A012,SDG125S8E1 BC BHW CCV CSA EBH HFF SL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,310.0,0.0,
SDG125-A013,SDG125S8E1 BC BHW CCV EBHT HFF ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,205.0,0.0,
SDG125-A014,SDG125S8E1 BC BHW CCV DCL EBH ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,205.0,0.0,
SDG125-A015,SDG125S8E1 BC DCL EBH SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,215.0,0.0,
SDG125-A016,SDG125S8E1 BC SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,110.0,0.0,
SDG125-A017,SDG125S8E1 BC DCL EBH HFF SL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,290.0,0.0,
SDG125-A018,SDG125S8E1 BHW CCV EBH HFF LR SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,275.0,0.0,
SDG125-A019,SDG125S8E1 BC EBHT SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,140.0,0.0,
SDG125-A020,SDG125S8E1 BC DCL SBC SL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,215.0,0.0,
SDG125-A021,SDG125S8E1 BC BD DCL EBHT OES PK TEL UR DECAL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,483.0,0.0,
SDG125-A022,SDG125S8E1 BC BD BHW CCV CSA EBH HFF PAS SL 600V TB ACCESSORY KIT,30.0,87.0,0.0,0.0,0.0,1035.0,0.0,2026-05-21
SDG13-A001,SDG13LAX8E1 CWP ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,230.0,0.0,
SDG13-A002,SDG13LAX8E1 CWP TEL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,283.0,0.0,
SDG13-A003,SDG13LAX8E1 CDB CSA CWP LF ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,545.0,0.0,
SDG13-A004,SDG13LAX8E1 CSA CWP ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,245.0,0.0,
SDG13-A005,SDG13LAX8E1 CSA CWP LF ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,365.0,0.0,
SDG13-A006,SDG13LAX8E1 AWP ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,275.0,0.0,
SDG13-A007,SDG13LAX8E1 AWP CSA ACCESSORY KIT,45.0,45.0,0.0,0.0,0.0,290.0,0.0,
SDG13-A008,SDG13LAX8E1 BD BHW CCV EBH ACCESSORY KIT,45.0,45.0,0.0,0.0,0.0,130.0,0.0,
SDG13-A009,SDG13LAX8E1 BD BHW CSA EBH LF ACCESSORY KIT,5.0,5.0,0.0,0.0,0.0,205.0,0.0,
SDG13-A010,SDG13LAX8E1 BD BHW CDB CSA EBH LF ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,385.0,0.0,
SDG13-A011,SDG13LAX8E1 BHW CCV CDB CSA EBH LF ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,425.0,0.0,
SDG13-A012,SDG13LAX8E1 BHR LRH TEL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,114.0,0.0,
SDG13-A013,SDG13LAX8E1 BC CWP ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,250.0,0.0,
SDG13-A014,SDG13LAX8E1 CWP EXT FUEL TANK ACCESSORY KIT,5.0,5.0,0.0,0.0,0.0,230.0,0.0,
SDG13-A015,SDG13LAX8E1 AS BC EBH RV TEL UR DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,118.0,0.0,
SDG13-A016,SDG13LAX8E1 BD BHW EBH ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,70.0,0.0,
SDG13-A017,SDG13LAX8E1 AS BC EBH OES RV TEL UR DECAL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,148.0,0.0,
SDG13-A018,SDG13LAX8E1 BC BD TEL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,93.0,0.0,
SDG13-A019,SDG13LAX8E1 AS BHW CCV CSA EBH LR OES RV TEL UR DECAL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,223.0,0.0,
SDG150-A001,SDG150S8E1 BC DCL EBH ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,125.0,0.0,
SDG150-A002,SDG150S8E1 BC BD DCL EBH ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,145.0,0.0,
SDG150-A003,SDG150S8E1 BC BD DCL EBH OES ACCESSORY KIT,5.0,5.0,0.0,0.0,0.0,175.0,0.0,
SDG150-A004,SDG150S8E1 BC BD BHW CCV DCL EBH HFF SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,451.0,0.0,
SDG150-A005,SDG150S8E1 BC DCL OES SBC TEL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,208.0,0.0,
SDG150-A006,SDG150S8E1 BC DCL SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,245.0,0.0,
SDG150-A007,SDG150S8E1 BC EBH DCL OES SBC SL TEL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,388.0,0.0,
SDG150-A008,SDG150S8E1 DCL SL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,225.0,0.0,
SDG150-A009,SDG150S8E1 BC DCL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,95.0,0.0,
SDG150-A010,SDG150S8E1 BC BD DCL EBH OES SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,325.0,0.0,
SDG150-A011,SDG150S8E1 BC BD DCL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,115.0,0.0,
SDG150-A012,SDG150S8E1 DCL 250G EXT FUEL ACCESSORY KIT,45.0,45.0,0.0,0.0,0.0,75.0,0.0,
SDG150-A013,SDG150S8E1 BC SL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,170.0,0.0,
SDG150-A014,SDG150S8E1 BHW CCV EBHT HFF LR SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,335.0,0.0,
SDG150-A015,SDG150S8E1 BC DCL EBH TEL ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,178.0,0.0,
SDG220-A001,SDG220S8E1 BC BD DCL EBH ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,145.0,0.0,
SDG220-A002,SDG220S8E1 BC DCL OES SBC TEL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,208.0,0.0,
SDG220-A003,SDG220S8E1 BC BD BHW CCV DCL EBH HFF SL TEL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,594.0,0.0,
SDG220-A004,SDG220S8E1 DCL SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,315.0,0.0,
SDG220-A005,SDG220S8E1 BC BHW CCV DCL EBH HFF ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,280.0,0.0,
SDG220-A006,SDG220S8E1 BC DCL SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,335.0,0.0,
SDG220-A007,SDG220S8E1 BC DCL EBH ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,125.0,0.0,
SDG220-A008,SDG220S8E1 BC BHW DCL EBHT HFF SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,460.0,0.0,
SDG220-A009,SDG220S8E1 DCL SBC ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,125.0,0.0,
SDG220-A010,SDG220S8E1 BC DCL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,95.0,0.0,
SDG220-A011,SDG220S8E1 BC BHW DCL EBHT HFF JBR SL ACCESSORY KIT,50.0,50.0,0.0,0.0,0.0,460.0,0.0,
SDG220-A012,SDG220S8E1 DCL SBC SL OES STANA ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,395.0,0.0,
SDG220-A013,SDG220S8E1 BC DCL EBHT SL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,365.0,0.0,
SDG220-A014,SDG220S8E1 DCL OES SBC SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,395.0,0.0,
SDG220-A015,SDG220S8E1 BC BD BHW CCV CSA EBH EBHT HFF SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,481.0,0.0,
SDG220-A016,SDG220S8E1 BC DCL SBC SL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,365.0,0.0,
SDG220-A017,SDG220S8E1 DCL RJS ST ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,135.0,0.0,
SDG220-A018,SDG220S8E1 BC DCL SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,335.0,0.0,
SDG220-A019,SDG220S8E1 BC BD BHW DCL EBH HFF SL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,480.0,0.0,
SDG25-A001,SDG25S8E1 BC EBH ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,50.0,0.0,
SDG25-A002,SDG25S8E1 BC CL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,50.0,0.0,
SDG25-A003,SDG25S8E1 BC CL EBH ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,80.0,0.0,
SDG25-A004,SDG25S8E1 BC BD CL EBH ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,100.0,0.0,
SDG25-A005,SDG25S8E1 BC BD BHW CL EBH HFF TEL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,248.0,0.0,
SDG25-A006,SDG25S8E1 BC CL EBH OES TEL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,163.0,0.0,
SDG25-A007,SDG25S8E1 CDB CSA EBH ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,225.0,0.0,
SDG25-A008,SDG25S8E1 SL TEL ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,93.0,0.0,
SDG25-A009,SDG25S8E1 BC CL CLNT EBH HFF OES RV TEL UR DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,263.0,0.0,
SDG25-A010,SDG25S8E1 CCV EBH ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,90.0,0.0,
SDG25-A011,SDG25S8E1 BHW CSA EBH ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,65.0,0.0,
SDG25-A012,SDG25S8E1 BHW CCV CDB CSA EBH ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,305.0,0.0,
SDG25-A013,SDG25S8E1 BHW EBH ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,50.0,0.0,
SDG25-A014,SDG25S8E1 CL SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,70.0,0.0,
SDG25-A015,SDG25S8E1 BHW CCV CDB CSA EBH SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,345.0,0.0,
SDG25-A016,SDG25S8E1 BC CL CLNT CSA EBH HFF OES RV TEL UR DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,278.0,0.0,
SDG25-A017,SDG25S8E1 CL EBH ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,60.0,0.0,
SDG25-A018,SDG25S8E1 EBH SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,70.0,0.0,
SDG25-A019,SDG25S8E1 CL SBC ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,80.0,0.0,
SDG25-A020,SDG25S8E1 BD BHW CL EBH HFF SBC SL 160G EXT ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,265.0,0.0,
SDG25-A021,SDG25S8E1 EBH SBC ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,80.0,0.0,
SDG25-A022,SDG25S8E1 BC CL EBH TELT3 ES DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,148.0,0.0,
SDG25-A023,SDG25S8E1 BC BHW EBH HFF ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,145.0,0.0,
SDG25-A024,SDG25S8E1 SL TEL UR DECAL ACCESSORY KIT,45.0,45.0,0.0,0.0,0.0,108.0,0.0,
SDG25-A025,SDG25S8E1 BC CL EBH SL UR DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,135.0,0.0,
SDG25-A026,SDG25S8E1 BC CL UR DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,65.0,0.0,
SDG25-A027,SDG25S8E1 BC CL EBH HFF SL UR DECAL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,210.0,0.0,
SDG25-A028,SDG25S8E1 EBH SL TEL UR DECAL ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,138.0,0.0,
SDG25-A029,SDG25S8E1 BHW EBH SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,90.0,0.0,
SDG25-A030,SDG25S8E1 CL EBH SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,100.0,0.0,
SDG25-A031,SDG25S8E1 BC CL EBH TEL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,133.0,0.0,
SDG25-A032,SDG25S8E1 BD SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,60.0,0.0,
SDG25-A033,SDG25S8E1 BC EBH TELT3 ES DECAL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,118.0,0.0,
SDG25-A034,SDG25S8E1 AWP CSA 600V CAM ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,290.0,0.0,
SDG25-A036,SDG25S8E1 BC EBH SL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,90.0,0.0,
SDG25-A037,SDG25S8E1 BC CDB CSA EBH ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,245.0,0.0,
SDG25-A038,SDG25S8E1 BC CL EBH HFF SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,195.0,0.0,
SDG25-A039,SDG25S8E1 CCV EBH HFF OES SL TEL UR DECAL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,303.0,0.0,
SDG25-A035,SDG25S8E1 AWP CSA 6V TB ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,770.0,0.0,
SDG25S-VA001,SDG25SV8E1 BHW CSA EBH 600V CL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,95.0,0.0,
SDG25S-VA002,SDG25SV8E1 AWP CSA ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,290.0,0.0,
SDG25S-VA003,SDG25SV8E1 AWP CSA 600V ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,290.0,0.0,
SDG25S-VA004,SDG25SV8E1 BC CCV EBH ACCESSORY KIT USED,15.0,15.0,0.0,0.0,0.0,110.0,0.0,
SDG400-A001,SDG400S8E1 BC BD EBH TCL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,145.0,0.0,
SDG400-A002,SDG400S8E1 BC EBH TCL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,125.0,0.0,
SDG400-A003,SDG400S8E1 BC EBH SL TCL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,365.0,0.0,
SDG400-A004,SDG400S8E1 BC SL TCL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,335.0,0.0,
SDG400-A005,SDG400S8E1 BC OES SBC SL TCL TEL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,448.0,0.0,
SDG400-A006,SDG400S8E1 BC BD BHW CCV EBHT HFF SL TCL TEL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,593.0,0.0,
SDG400-A007,SDG400S8E1 SL TCL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,315.0,0.0,
SDG400-A008,SDG400S8E1 AWP BC SL TCL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,610.0,0.0,
SDG400-A009,SDG400S8E1 BC TCL PK ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,335.0,0.0,
SDG400-A010,SDG400S8E1 SBC SL TCL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,365.0,0.0,
SDG400-A011,SDG400S8E1 BC BD EBH SL TCL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,385.0,0.0,
SDG400-A012,SDG400S8E1 BHW CCV CSA EBH HFF 600V TB ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,680.0,0.0,
SDG400-A013,SDG400S8E1 BC CSA EBH TCLC ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,140.0,0.0,
SDG400-A014,SDG400S8E1 BC CSA EBH TCLC 600V CL ACCESSORY KIT,50.0,50.0,0.0,0.0,0.0,140.0,0.0,
SDG400-A015,SDG400S8E1 BHW EBH HFF SL TCL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,455.0,0.0,
SDG400-A016,SDG400S8E1 BC EBH ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,50.0,0.0,
SDG400-A017,SDG400S8E1 BC EBH SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,290.0,0.0,
SDG40-A001,SDG40S8E1 BC CL SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,110.0,0.0,
SDG40-A002,SDG40S8E1 BC BD BHW CL EBH HFF SL TEL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,308.0,0.0,
SDG40-A003,SDG40S8E1 AWP CSA ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,290.0,0.0,
SDG40-A004,SDG40S8E1 BC CWP CL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,280.0,0.0,
SDG40-A005,SDG40S8E1 BHW CCV EBH LRH ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,171.0,0.0,
SDG40-A006,SDG40S8E1 BC CL CLNT EBH OES RV TEL UR DECAL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,188.0,0.0,
SDG40-A007,SDG40S8E1 BC CL EBH ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,80.0,0.0,
SDG40-A008,SDG40S8E1 BC CL CLNT EBH RV ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,90.0,0.0,
SDG40-A009,SDG40S8E1 CL SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,90.0,0.0,
SDG40-A010,SDG40S8E1 BC BHW HFF ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,115.0,0.0,
SDG40-A011,SDG40S8E1 BC BD BHW CL EBH ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,120.0,0.0,
SDG40-A012,SDG40S8E1 CL SBC ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,80.0,0.0,
SDG40-A013,SDG40S8E1 BC CL CLNT EBH OES PK RV TEL UR DECAL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,428.0,0.0,
SDG40-A014,SDG40S8E1 BC CL CLNT EBH OES RV SL TEL UR DECAL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,248.0,0.0,
SDG45-A001,SDG45S8E2 BC CL EBH ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,80.0,0.0,
SDG45-A002,SDG45S8E2 BC EBH OES ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,80.0,0.0,
SDG45-A003,SDG45S8E2 BC CL EBH SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,140.0,0.0,
SDG45-A004,SDG45S8E2 BC BD BHW CL EBH HFF SL TEL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,308.0,0.0,
SDG45-A007,SDG45S8E2 BC EBH HFF ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,125.0,0.0,
SDG45-A008,SDG45S8E2 SL TEL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,113.0,0.0,
SDG45-A009,SDG45S8E2 BC CL SL ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,110.0,0.0,
SDG45-A010,SDG45S8E2 AWP BC BD CL ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,345.0,0.0,
SDG45-A011,SDG45S8E2 BC BD BHW CL EBH HFF SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,255.0,0.0,
SDG45-A012,SDG45S8E2 BC CL CLNT EBH OES RV TEL UR DECAL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,188.0,0.0,
SDG45-A013,SDG45S8E2 BHW CCV CSA EBH SL 600V TB ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,665.0,0.0,
SDG45-A014,SDG45S8E2 BHW EBH ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,50.0,0.0,
SDG45-A015,SDG45S8E2 BD CL SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,110.0,0.0,
SDG45-A016,SDG45S8E2 CL SL TEL H&E DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,158.0,0.0,
SDG45-A017,SDG45S8E2 CL SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,90.0,0.0,
SDG45-A018,SDG45S8E2 EBH HFF SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,165.0,0.0,
SDG45-A019,SDG45S8E2 BC CL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,50.0,0.0,
SDG45-A020,SDG45S8E2 CL EBH ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,60.0,0.0,
SDG45-A021,SDG45S8E2 BC BD BHW CCV CL CSA EBH HFF LR SL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,333.0,0.0,
SDG45-A022,SDG45S8E2 BC CL EBH OES SL TEL UR DECAL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,238.0,0.0,
SDG45-A023,SDG45S8E2 BC EBH TELT3 ES DECAL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,118.0,0.0,
SDG45-A024,SDG45S8E2 BC CL EBH TELT3 ES DECAL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,148.0,0.0,
SDG45-A025,SDG45S8E2 BC BHW CL EBH SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,175.0,0.0,
SDG45-A026,SDG45S8E2 BC CL EBH OES TEL UR DECAL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,178.0,0.0,
SDG45-A027,SDG45S8E2 BC CL EBH HFF SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,215.0,0.0,
SDG45-A028,SDG45S8E2 BC BD BHW CCV CSA EBH HFF PAS SL 600V TB ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,780.0,0.0,
SDG45-A029,SDG45S8E2 AWP CSA 600V CAM ACCESORY KIT,45.0,45.0,0.0,0.0,0.0,290.0,0.0,
SDG45-A031,SDG45S8E2 CCV EBH HFF OES SL TEL UR DECAL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,323.0,0.0,
SDG45-A3,SDG45S8E2 AWP CSA 6V TB ACCESORY KIT,20.0,20.0,0.0,0.0,0.0,770.0,0.0,
SDG45-A032,SDG45S8E2 BHW CCV CSA LR 6V TB PRI ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,575.0,0.0,
SDG45-A005,SDG45S8E2 CSA EBH SL 6V TB ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,585.0,0.0,
SDG45-A006,SDG45S8E2 CSA EBH SL 6V TB ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,585.0,0.0,
SDG45S-VA001,SDG45SV8E2 AWP CSA 600V CL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,320.0,0.0,
SDG65-A001,SDG65S8E1 BC BD CL EBH SL ACCESSORY KIT,45.0,45.0,0.0,0.0,0.0,160.0,0.0,
SDG65-A002,SDG65S8E1 BC BD CL EBH OES ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,130.0,0.0,
SDG65-A003,SDG65S8E1 BC BD BHW CL EBH HFF SL TEL ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,308.0,0.0,
SDG65-A004,SDG65S8E1 BC CL EBH SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,140.0,0.0,
SDG65-A005,SDG65S8E1 BC CL OES SBC SL TEL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,223.0,0.0,
SDG65-A006,SDG65S8E1 CL SL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,90.0,0.0,
SDG65-A009,SDG65S8E1 BC CL EBH ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,80.0,0.0,
SDG65-A010,SDG65S8E1 AWP BD CSA CL PAS SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,400.0,0.0,
SDG65-A011,SDG65S8E1 BC BD BHW CL EGB HFF SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,225.0,0.0,
SDG65-A012,SDG65S8E1 BHW CCV CSA EBH SL 600V TB PRI ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,665.0,0.0,
SDG65-A013,SDG65S8E1 BHW EBH ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,50.0,0.0,
SDG65-A014,SDG65S8E1 BC CL EBH OES SBC SL TEL H&E DECAL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,268.0,0.0,
SDG65-A015,SDG65S8E1 BC EBH SL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,110.0,0.0,
SDG65-A016,SDG65S8E1 BC CL SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,110.0,0.0,
SDG65-A017,SDG65S8E1 BC BD CL EBH ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,100.0,0.0,
SDG65-A018,SDG65S8E1 BD CL SL ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,110.0,0.0,
SDG65-A019,SDG65S8E1 BC CL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,50.0,0.0,
SDG65-A020,SDG65S8E1 BC CL EBH HFF SL ACCESSORY KIT,30.0,30.0,0.0,0.0,0.0,215.0,0.0,
SDG65-A021,SDG65S8E1 BC BD BHW CCV EBH HFF LR RJS SL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,345.0,0.0,
SDG65-A022,SDG65S8E1 BC EBH ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,50.0,0.0,
SDG65-A023,SDG65S8E1 BC BHW CCV CL EBH HFF LR SL ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,295.0,0.0,
SDG65-A024,SDG65S8E1 CL EBH ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,60.0,0.0,
SDG65-A025,SDG65S8E1 BC CL EBH TELT3 ES DECAL ACCESSORY KIT,20.0,20.0,0.0,0.0,0.0,148.0,0.0,
SDG65-A026,SDG65S8E1 BC CL EBH TELT3 ACCESSORY KIT,15.0,15.0,0.0,0.0,0.0,133.0,0.0,
SDG65-A027,SDG65S8E1 BC BHW CCV CL EBH SL 240V DELTA CL ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,220.0,0.0,
SDG65-A029,SDG65S8E1 AWP CSA 600V CAM ACCESSORY KIT,25.0,25.0,0.0,0.0,0.0,290.0,0.0,
